ACC_Weekend,Weekend
PDDPD_damagedFreight_scratched,Scratched
PDDPD_damagedFreight_wet,Wet
PDDPD_deliveryNotesHeader_text,"Add Shipment Note"
PDDPD_deliveryNotesInfo_text,"Required for deliveries with issues."
PDDPD_error_damage_text,"Select a damaged freight option."
PDDPD_error_delivery_receipt_photo_text,"Provide a photo of the delivery receipt."
PDDPD_error_notes_text,"Enter a shipment note."
PDDPD_error_partialRefusal_text,"Please enter # of pallets and/or pieces refused."
PDDPD_error_photo_text,"Provide a photo of the shipment."
PDDPD_error_signer_text,"Enter the name of the receiver."
PDDPD_finishDelivery_text,"Finish Shipment"
PDDPD_numberPallets_text,"# of Pallets"
PDDPD_numberPieces_text,"# of Pieces"
PDDPD_pallets_text,Pallets
PDDPD_partialRefusal_text,"Partial Refusal Information"
PDDPD_pieces_text,Pieces
PDDPD_refusedDeliveryConsigneeHeader_text,"Consignee Contact Name"
PDDPD_refusedDeliveryInto_text,"Contact Name"
PDDPD_signedDeliveryReceiptHeader_text,"Signed Delivery Receipt"
PDDPD_signedDeliveryReceiptInfoPittOhio_text,Signature
PDDPD_signedDeliveryReceiptInfo_text,"Contact Name"
PDDPD_weightHeader_text,Weight
PDDPD_weightInfo_text,"Enter weight"
PDDPSO_delivered_text,Delivered
PDDPSO_notDelivered_text,"Not Delivered"
PDDPST_beyondBusinessHours,"Beyond Bus Hrs"
PDDPST_buttonBadAddress_text,"Bad Address"
PDDPST_buttonCollectionIssue_text,"Collection Issue"
PDDPST_buttonCustomerNoLongerWants,"Customer No Longer Wants"
PDDPST_buttonCustomerUnavailable_text,"Customer Unavailable"
PDDPST_buttonDamagedShort_text,"Damaged + Short"
PDDPST_buttonDamaged_text,Damaged
PDDPST_buttonDeliverTomorrow_text,"Deliver Tomorrow"
PDDPST_buttonDeliverTomorrow_text,"Deliver Tomorrow"
PDDPST_buttonDuplicatePro_text,"Duplicate PRO Number"
PDDPST_buttonLiftGateRequired_text,"Lift Gate\nRequired"
PDDPST_buttonLocationClosed_text,"Location Closed"
PDDPST_buttonMissedAppt_text,"Missed Appt"
PDDPST_buttonNeedsAppointment,"Needs Appt"
PDDPST_buttonNoFunds_text,"No Funds"
PDDPST_buttonNoFunds_text,"No Funds"
PDDPST_buttonNotOrdered,"Not Ordered"
PDDPST_buttonOk_text,"No Problems"
PDDPST_buttonOrderCancelled,"Order Canceled"
PDDPST_buttonOtherIssue_text,"Other Issue"
PDDPST_buttonOver_text,Over
PDDPST_buttonPartialRefusal_text,"Partial Refusal"
PDDPST_buttonPending_text,Pending
PDDPST_buttonReschedule_text,"Not Ready - Reschedule"
PDDPST_buttonReturnToday_text,"Not Ready - Return Today"
PDDPST_buttonShippedEarly,"Shipped Early"
PDDPST_buttonShippedLate,"Shipped Late"
PDDPST_buttonShort_text,Short
PDDPST_buttonTomorrow_text,"Deliver Tomorrow"
PDDPST_buttonUnableAccessDifferentEquipment,"Unable To Access"
PDDPST_buttonWrongItem,"Wrong Item"
PDDPST_buttonWrongLocation,"Wrong Location"
PDDPST_button_accRequired,"ACC Required"
PDDPST_holiday,Holiday
PDDPST_inventory,Inventory
PDDPST_refusedContainer,Refused
PDDPST_refusedContainer,Refused
PDDPST_refusedDuplicateOrder,"Duplicate Order"
PDDPST_refusedDuplicateOrder,"Duplicate Order"
PDDPST_refusedNoFreight,"No Freight"
PDDPST_refusedNoFreight,"No Freight"
PDDPST_strike,Strike
PDDPST_weather,Weather
PDDPST_willRedeliver,"Will Redeliver"
PDIDF_add_driver_license_number_and_state,"Add Driver License Number and State"
PDIDF_add_driver_license_number_and_state,"Add Driver License Number and State"
PDIDF_dot_inspection_mode_requirement,"Roadside Inspection Mode Requirement"
PDIDF_dot_inspection_mode_requirement,"Roadside Inspection Requirement"
PDIDF_driverLicenseSampleImage,"Driver License Sample"
PDIDF_licenseDataExplanation,"The Department of Transportation requires that you digitally submit your commercial driver’s license number and state during an inspection. Please add this information to your driver profile."
PDIDF_licenseDataExplanation,"The Department of Transportation requires that you digitally submit your commercial driver’s license number and state during an inspection. Please add this information to your driver profile."
PDIDF_proceed_to_dot_inspection,"Proceed to Roadside Inspection"
PDIDF_update_your_profile,"Update Your Profile"
PDLS_beginLunch,"Begin lunch"
PDLS_emergency,Emergency
PDLS_emergencyAuthorization,"Who authorized you to end lunch early?"
PDLS_enterName,"Enter name"
PDLS_explanation,Explanation
PDLS_explanationError,"Need lunch explanation"
PDLS_instructions,"Any lunch taken under 30 minutes requires an explanation for why your lunch was not within the allotted time frame."
PDLS_interruption,Interruption
PDLS_interruptionConfirmWarningWithText,"Are you sure you want to end your lunch early for the reason below?\n\n%1$s"
PDLS_interruptionNoReasonsText,"Are you sure you want to end your lunch early?"
PDLS_lunch,Lunch
PDLS_lunchAuthorized,"Authorized by %1$s"
PDLS_lunchChoice1,"Lunch taken on another route"
PDLS_lunchChoice2,"Lunch taken at stop"
PDLS_lunchChoice3,"Lunch taken at service center"
PDLS_lunchChoice4,"Part-time driver, no lunch required"
PDLS_lunchChoiceAtTerminal,"Lunch taken at terminal"
PDLS_lunchChoiceLessThanSixHours,"Less than 6 hours"
PDLS_lunchChoiceOnOtherManifest,"Lunch taken on other manifest"
PDLS_lunchChoiceSlashDriver,"Slash driver"
PDLS_lunchComplete,"Lunch Complete!"
PDLS_lunchCompleted,"Lunch Completed"
PDLS_lunchInProgress,"Lunch in Progress"
PDLS_lunchInterrupted,"Lunch Interrupted"
PDLS_lunchNotComplete,"Lunch Not Completed"
PDLS_lunchNotComplete,"Lunch Not Completed"
PDLS_lunchNotStarted,"Lunch Not Started"
PDLS_lunchSkipped,"Lunch skipped"
PDLS_lunchTimeCounter,"LUNCH TIME COUNTER"
PDLS_lunchTimeCounter0m0s,"0m 0s"
PDLS_skipLunch,"Skip lunch"
PDLS_stopStatusButton_completeLunchStatusText,"Lunch Complete"
PDLS_stopStatusButton_startLunchStatusText,"Start Lunch"
PDLS_submittedExplanation,"Lunch ended early. Submitted explanation:"
PDMNSDF_cancel,Cancel
PDMNSDF_confirm,Confirm
PDMNSDF_text,"Are you sure you want to make this stop your next stop?"
PDNSV_finishThisRoute,"Finish this Route"
PDNSV_noStopsAssigned,"No Stops Assigned"
PDNS_addDeliveryToStop,"Add Delivery To Stop"
PDNS_addProToStop,"Add PRO Number To Stop"
PDNS_addProToStopContinueAnyway,"Would you like to continue with the add delivery process?"
PDNS_addProToStopFailed,"The PRO Number was not found."
PDNS_addProToStopSuccess,"PRO Number found. It will be added to the current stop."
PDNS_bulkCompleteConnectionError,"You must be connected to the internet to bulk complete this stop"
PDNS_recenterMapButton_text,Recenter
PDNS_returnToTerminalDialog_text,"Return to Terminal"
PDNS_stopStatusBar_arrivedStatusText,ARRIVE
PDNS_stopStatusBar_backButton_contentDesc,"Stop Status Back Button"
PDNS_stopStatusBar_departedStatusText,DEPART
PDNS_stopStatusBar_driveStatusText,DRIVE
PDNS_stopStatusBar_exchangingStatusText,EXCHANGE
PDNS_stopStatusButton_arrivedStatusText,"Begin Loading/Unloading"
PDNS_stopStatusButton_completeStopText,"Mark Stop as Complete"
PDNS_stopStatusButton_defaultStatusText,"Press to Continue"
PDNS_stopStatusButton_departedStatusText,"Begin Next Stop"
PDNS_stopStatusButton_driveStatusText,"Mark as Arrived"
PDNS_stopStatusButton_exchangingStatusText,"Please Complete All Shipments"
PDNS_stopStatusButton_stopsCompleteText,"Return to Terminal"
PDPPBF_billOfLadingInfo,"Bill of Lading Information"
PDPPBF_destinationZipCode,"Destination Zip code"
PDPPBF_proNumber,"PRO Number"
PDPPSH_backButton_contentDesc,back
PDPPSH_finishButton_text,"Finish Shipment"
PDPPSH_freightAppointCheckbox_text,"Delivery requires appointment"
PDPPSH_freightAppointmentCheckbox_title,"Freight Appointment"
PDPPSH_handlingUnitsLayout_hint,"Enter handling units"
PDPPSH_handlingUnitsLayout_title,"Handling Units"
PDPPSH_hazmatMaterials_checkbox,"Hazmat Materials"
PDPPSH_liftgate_checkbox,"Liftgate used for pickup"
PDPPSH_palletCountLayout_hint,"Enter pallet count (actual pallets)"
PDPPSH_palletCountLayout_title,"Pallet Count"
PDPPSH_palletSpacesLayout_hint,"Enter pallet spaces (4x4 spaces)"
PDPPSH_palletSpacesLayout_title,"Pallet Spaces"
PDPPSH_piecesLayout_hint,"Enter pieces"
PDPPSH_piecesLayout_title,Pieces
PDPPSH_piecesOrPallets_hint,"Enter either pieces or pallet count"
PDPPSH_requiredOrPalletCount,"Required, or Pallet Count"
PDPPSH_requiredOrPieces,"Required, or Pieces"
PDPPSH_restrictedLoading_title,"Restricted Loading"
PDPPSH_shipmentInfo_title,"Shipment Information"
PDPPSH_shipmentNote,"Shipment note"
PDPPSH_shipmentNoteOnNoFreightSelected,"Required for pickups with issues."
PDPPSH_specialPickupServices_title,Accessorials
PDPPSH_urgentCareCheckbox_text,"Shipment requires urgent care"
PDPPSH_urgentCareCheckbox_title,"Urgent Care"
PDPPSH_weightLayout_hint,"Enter weight"
PDPPSH_weightLayout_title,Weight
PDPPSO_duplicateOrder,"Duplicate Order"
PDPPSO_errorWithCode,"Something went wrong selecting your completion code. Please try again"
PDPPSO_errorWithRoute,"Something went wrong with the shipment. Please try again"
PDPPSO_noFreight_text,"No Freight"
PDPPSO_pickUpCutOff_text,"Cut Off"
PDPPSO_pickUpNextBusDay,"PU Next Bus Day"
PDPPSO_pickUpTomorrrow_text,"Pick Up Tomorrow"
PDPPSO_pickedUp_text,"Picked Up"
PDPPSO_shipperClosed,"Shipper Closed"
PDPPST_CA_label,CAN
PDPPST_US_label,USA
PDPPST_backButton_contentDesc,back
PDPPST_blank_string,
PDPPST_bolNumberError,"Error: Bill of Lading photo is required"
PDPPST_bolThumbnail,"Bill of Lading Thumbnail"
PDPPST_closedContainer,Closed
PDPPST_debugProMe,"Pro Me!"
PDPPST_deliveryReceiptTitle,"Delivery Receipt Information"
PDPPST_nextButton_text,Next
PDPPST_photoOfBOL_text,"Photo of Bill of Lading"
PDPPST_proNumberChangeDialog_cancelButton,"Change Pro Number"
PDPPST_proNumberChangeDialog_confirmButton,"Do Not Change Pro Number"
PDPPST_proNumberChangeDialog_message,"This shipment has a preassigned Pro Number. Are you sure you want to change it?"
PDPPST_proNumberChangeDialog_title,"Warning: Preassigned Pro Number"
PDPPST_proNumberDuplicateError,"Error: Duplicate PRO Number entered."
PDPPST_proNumberDuplicate_invalidText,"PRO Number previously entered."
PDPPST_proNumberError,"Error: Invalid PRO Number entered."
PDPPST_proNumberInvalid_initialText,"Please enter the %s digit PRO Number"
PDPPST_proNumberInvalid_initialTextMinMax,"Please enter the %1$s-%2$s digit PRO Number"
PDPPST_proNumberInvalid_invalidText,"Invalid PRO Number entry"
PDPPST_proNumberInvalid_noDigit_InitialText,"Please enter the PRO Number"
PDPPST_proNumberInvalid_shortText,"Please enter %s more digits"
PDPPST_proNumberIsValid,"Valid PRO Number entry"
PDPPST_proNumberLayout_hint,"Enter PRO Number"
PDPPST_proNumberLayout_title,"PRO Number"
PDPPST_refusedContainer,Refused
PDPPST_titleText,"Bill of Lading Information"
PDPPST_zipCodeError,"Error: Invalid zip code entered."
PDPPST_zipCode_CA_hint,"Enter Canadian Zip Code"
PDPPST_zipCode_US_hint,"Enter US Zip Code"
PDPPST_zipCode_hint,"Enter Zip Code"
PDPPST_zipCode_title,"Destination Zip Code"
PDPSHC_cantAddNewShipment,"Must complete all assigned shipments before adding a new one"
PDPSHC_cantAddNewShipment,"Must complete all assigned shipments before adding a new one"
PDPSHC_delivery,DELIVERY
PDPSHC_delivery,DELIVERY
PDPSHC_infoTab_title,"%1$s INFORMATION"
PDPSHC_pickup,PICKUP
PDPSHC_pickup,PICKUP
PDPSHC_processTab_title,"PROCESS %1$s"
PDPSHC_processTab_titleNew,"PROCESS NEW %1$s"
PDRA_lunchAlreadyReattempting,"A new lunch stop request is pending. Please wait for it to finish."
PDRA_mergeStops_error_noConnection,"You must be connected to the internet to Merge Stops."
PDRA_mergeStops_error_unknown,"An unknown error has occurred. Please call your dispatcher."
PDRA_mergeStops_selectStops_infoText,"The first selection will be the stop location."
PDRA_mergeStops_selectStops_text,"Select the stops to merge."
PDRA_reattemptStop_error_noConnection,"You must be connected to the internet to Reattempt Stop."
PDRA_returnToTerminal_error_invalidStatus,"Your route is not in a status that allows this action. Please check that you have begun your route."
PDRA_returnToTerminal_error_lunchInterrupted,"You have an interrupted lunch stop. You must reattempt, then complete or skip your lunch before you can return to terminal."
PDRA_returnToTerminal_error_lunchNotComplete,"You have uncompleted lunch stops. You must complete or skip your lunch before you can return to terminal."
PDRA_returnToTerminal_error_noConnection,"You must be connected to the internet to Force Return To Terminal"
PDRA_returnToTerminal_error_unknown,"An unknown error has occurred. Please call your dispatcher."
PDRCV_allStopsComplete,"All Stops Complete!"
PDRCV_routeComplete,"Route Complete!"
PDREDF_endRoute_Title,"Finish Route %1$s"
PDREDF_endRoute_Title,"Finish Route %1$s"
PDREDF_endRoute_Title_noRouteName,"Finish Route"
PDREDF_endRoute_Title_noRouteName,"Finish Route"
PDREDF_endRoute_button,"Finish Route"
PDREDF_endRoute_button,"Finish Route"
PDRF_actionsAddPro,"Add pro number"
PDRF_actionsAddStop,"Add stop"
PDRF_actionsDialogHeader,"Route Actions: %1$s"
PDRF_actionsManifestNote,"Edit Manifest Note"
PDRF_actionsMergeStops,"Merge stops"
PDRF_actionsReturnToTerminal,"Return to terminal"
PDRF_actionsViewOtherRoutes,"View my other routes"
PDRF_addProInputHintText,"Pro Number"
PDRF_addProInputTitleText,"Enter Existing Pro Number"
PDRF_addProLabelText,"Add Pro Number"
PDRF_addProNumberErrorAlreadyCompleted,"PRO Number already completed. Please call your dispatcher."
PDRF_addProNumberErrorAlreadyOnRoute,"PRO Number already on your route."
PDRF_addProNumberErrorNotEntered,"Please enter a PRO Number."
PDRF_addProNumberErrorNotFound,"PRO Number not found. Please call your dispatcher."
PDRF_addProNumberErrorServer,"An unexpected error has occurred. Please try again or call your dispatcher."
PDRF_addProNumberErrorUnknown,"An unknown error has occurred. Please call your dispatcher."
PDRF_addProNumberInternetRequired,"You must be online to add a PRO Number."
PDRF_addProNumberSuccess,Success
PDRF_addStopCancelButtonText,Cancel
PDRF_addStopFinishButtonText,"Finish Adding Stop"
PDRF_addStopInputHintText,"Customer Name (optional)"
PDRF_addStopInternetRequired,"You must be online to add a new stop."
PDRF_addStopLabelText,"Add Stop Details"
PDRF_addStopText,"Add Stop"
PDRF_arrivedTime,"Arrived at %1$s"
PDRF_cannotStartRearrange,"All stops are resolved, nothing to reorder."
PDRF_checkstopText,Checkstop
PDRF_departedTime,"Completed at %1$s"
PDRF_eta,"ETA %1$s"
PDRF_forceReturnToTerminalLoadingDialogText,"Processing return to terminal…"
PDRF_illegalReorderSameDay,"A same day delivery cannot be ordered before the matching pickup."
PDRF_lunchStopInProgress,"This lunch stop is in progress. Use the Next Stop tab to complete or interrupt your lunch."
PDRF_lunchText,Lunch
PDRF_noConnectionError,"You must be online to change your route stop order."
PDRF_otherLunchNotResolved,"There is an unresolved lunch on your route. You cannot reattempt a lunch stop while another is pending"
PDRF_otherLunchSkipped,"You have a skipped lunch on your Route. You cannot reattempt your lunch."
PDRF_otherLunchSuccessful,"You have already completed your lunch successfully"
PDRF_rearrangeCancelToast,"Rearrange route canceled."
PDRF_rearrangeSuccessToast,"Rearrange route successful!"
PDRF_reattemptLunchStop,"This action will create a new lunch stop on your route.\nAre you sure you want to reattempt this lunch?"
PDRF_reattemptLunchStopRouteError,"An error fetching route data has occurred. Please try again or call your dispatcher."
PDRF_reattemptStopErrorOffline,"You must be online to reattempt stop"
PDRF_relayText,Relay
PDRF_routeActions,"Change Route"
PDRF_sameDayLabel,"Same Day Shipment"
PDRF_sameDayPickupNotYetFinished,"This stop contains a same day delivery. You must first complete the matching pickup."
PDRF_startTimeToEndTime,"%1$s - %2$s"
PDRF_stopItem_pdIndicatorImg_default,"Pickup or Delivery Indicator"
PDRF_stopItem_stopAddress_default,"Not available"
PDRF_stopItem_stopName_default,"Not available"
PDRF_stopItem_stopNumber_default,-
PDRF_stopItem_stopTime_appt,"Appt %1$s - %2$s"
PDRF_stopItem_stopTime_close,"%1$s - %2$s"
PDRF_stopItem_stopTime_default,"—:— - —:—"
PDRF_stopItem_stopTime_endOnly,"Closes %1$s"
PDRF_stopItem_stopTime_startOnly,"Opens %1$s"
PDRF_terminalItem_title_default,—
PDRF_terminalItem_viewOtherRoutes,"View my other routes"
PDRF_thisLunchWasSkipped,"You may only create a new lunch when the previous lunch was interrupted. This lunch was skipped."
PDRF_titleForceReturnToTerminal,"Force Return To Terminal"
PDRF_titleReattemptStop,"Reattempt Stop"
PDRF_warningForceReturnToTerminal,"Confirm non-attempt of remaining stops on this manifest and return to terminal."
PDRF_warningReattemptStop,"This action will create a new stop on your route.\nAre you sure you want to reattempt this stop?"
PDRLV_routeLoading,"Searching for Routes"
PDRLV_routeLoading,"Searching for Routes"
PDRMV_navigateToTerminal,"Navigate to Terminal"
PDRMV_routeMissing,"No Route Assigned"
PDRSL_aborted,"Route Aborted"
PDRSL_at,"At %1$s"
PDRSL_atTerminal_arrived,"Arrived Terminal"
PDRSL_atTerminal_departing,"Departing Terminal"
PDRSL_closed,"Route Closed"
PDRSL_completed,"Route complete"
PDRSL_drivingTo,"Driving to %1$s"
PDRSL_inactive,"Route inactive"
PDRSL_notStarted,"Route not started"
PDRSL_planning,Planning
PDRSL_returningToTerminal,"Returning to terminal"
PDRSL_stopsComplete,"Stops complete"
PDSC_completeTime,"Complete Time"
PDSC_detentionTime_title,DETENTION
PDSC_exchangeTime_title,"EXCHANGE TIME"
PDSC_jobSummary,"Job Summary:"
PDSC_minutesAbbr,"%1$s min"
PDSC_nextStop,"Next Stop:"
PDSC_signedBy,"Signed By:"
PDSC_stopArriveTime,"Arrive Time"
PDSC_stopCancelled,"Stop Canceled"
PDSC_title_text,"Stop Complete!"
PDSC_totalStopTime,"Total Time"
PDSC_totalTime_title,"TOTAL TIME"
PDSC_view_timeTitle_default,Time
PDSC_view_timeValue_default,0m
PDSD_formattedAddress,"Geocoded at %1$s"
PDSD_locationDetails_liftgateNotRequired,"Liftgate not required"
PDSD_locationDetails_liftgateRequired,"Liftgate required"
PDSD_locationDetails_titleText,"Location Details"
PDSD_notGeocoded,"Unable to geocode address"
PDSD_reattemptLunchRequested_message,"Lunch Stop Requested"
PDSD_reattemptStopRequested_message,"Reattempt Stop Requested"
PDSD_relayDetails_titleText,"Relay Details"
PDSD_shipmentDetails_titleText,"Associated Shipments"
PDSD_stopDetails_connector,",\u0020"
PDSD_stopDetails_hazardInfo,"hazardous materials"
PDSD_stopDetails_palletInfo,"%1$s pallets"
PDSD_stopDetails_phoneNumber,"%1$s %2$s"
PDSD_stopDetails_shipmentsInfo,"%1$s shipments"
PDSD_stopDetails_titleText,"Stop Details"
PDSD_stopDetails_weightInfo,%1$slb
PDSFC_cancelledPrefix,"Canceled - "
PDSHDI_info_textDefault,-
PDSHDL_locationAddress_default,"Not Available"
PDSHDL_locationName_default,"Not Available"
PDSHD_comments,comments
PDSHD_commentsLayout_title,Comments
PDSHD_consigneeLayout_title,Consignee
PDSHD_infoText_nextLine,"\n"
PDSHD_instructions,instructions
PDSHD_instructionsLayout_title,Instructions
PDSHD_noEntryText,"No %s for this shipment"
PDSHD_noTags_text,"Shipment has no tags"
PDSHD_productTableHeader_description,Description
PDSHD_productTableHeader_pallets,Pallets
PDSHD_productTableHeader_pieces,Pieces
PDSHD_productTableHeader_weight,Weight
PDSHD_productsLayout_title,Product
PDSHD_shipmentReference_title,"Shipment Reference"
PDSHD_shipperLayout_title,Shipper
PDSHD_tagsLayout_title,"Shipment Tags"
PDSHD_title_default,-
PDSHI_addDelivery,Delivery
PDSHI_addNewShipmentDetail,"Add New Pickup or Delivery"
PDSHI_addNewShipment_pickupOnly,"Add New Pickup"
PDSHI_addNewShipment_pickupOnly,"Add New Pickup"
PDSHI_addPickup,Pickup
PDSHI_addPickupRequest,"Add Pickup Request"
PDSHI_addSwap,Swap
PDSHI_deliveryStatusPlaceholder,"Delivery Not Complete"
PDSHI_destinationTerm,"Dest: &lt;b>%1$s&lt;/b>"
PDSHI_destinationTerminal,"Dest: %1$s"
PDSHI_destinationTerminalBold,"Dest: &lt;b>%1$s&lt;/b>"
PDSHI_destinationTerminalBold,"Dest: <b>%1$s</b>"
PDSHI_destinationZip,"Dest: &lt;b>%1$s&lt;/b>"
PDSHI_destinationZipAndTerm,"Dest: &lt;b>%1$s, %2$s&lt;/b>"
PDSHI_destinationZipAndTerminal,"Dest: %1$s, %2$s"
PDSHI_destinationZipAndTerminalBold,"Dest: &lt;b>%1$s, %2$s&lt;/b>"
PDSHI_destinationZipAndTerminalBold,"Dest: <b>%1$s, %2$s</b>"
PDSHI_destinationZipCode,"Dest: %1$s"
PDSHI_destinationZipCodeBold,"Dest: &lt;b>%1$s&lt;/b>"
PDSHI_destinationZipCodeBold,"Dest: <b>%1$s</b>"
PDSHI_pickupStatusPlaceholder,"Pickup Not Complete"
PDSHI_proNumber_text,"PRO #%1$s"
PDSHI_productDetails_defaultText,"Not Available"
PDSHI_rightChevron_contentDescription,Open
PDSHI_scacTo,"SCAC to: &lt;b>%1$s&lt;/b>"
PDSHI_scacTo,"SCAC to: <b>%1$s</b>"
PDSHI_scacToDefaultText,"SCAC to: DOHR"
PDSHI_shipmentId_defaultText,-
PDSHI_shipmentNoDescription,"No description"
PDSHI_shipmentReference_text,"REF #%1$s"
PDSHI_shipmentStatus_contentDescription,"Shipment Status"
PDSHI_typeImage_contentDescription,"Shipment Type"
PDSHI_zero,0
PDSII_geocodeText,"Unable to geocode address"
PDSII_textDefault,"Not Available"
PDSI_titleText_default,-
PDSPC_accRequired,"Attempted - ACC Required"
PDSPC_cancelledAppointmentNeeded,"Canceled - Appointment Needed"
PDSPC_cancelledBadAddress_text,"Canceled - Bad Address"
PDSPC_cancelledClosedDueToWeather,"Canceled - Closed Due To Weather"
PDSPC_cancelledClosedForHoliday,"Canceled - Closed for Holiday"
PDSPC_cancelledClosedForInventory,"Canceled - Closed for Inventory"
PDSPC_cancelledCustomerRequest,"Canceled - Customer Request"
PDSPC_cancelledDeliverTomorrow,"Canceled - Deliver Tomorrow"
PDSPC_cancelledForcedReturnToTerminal,"Forced Return To Terminal"
PDSPC_cancelledFreightReturnedToDock,"Canceled - Freight Returned To Dock"
PDSPC_cancelledLiftGateRequired_text,"Canceled - Lift Gate Required"
PDSPC_cancelledLocationClosed_text,"Canceled - Location Closed"
PDSPC_cancelledMissedAppt_text,"Canceled - Missed Appointment"
PDSPC_cancelledNoFreight,"Canceled - No Freight"
PDSPC_cancelledOther_text,"Canceled - Other"
PDSPC_cancelledPickUpTomorrow,"Canceled - PU Next Bus Day"
PDSPC_cancelledResidentNotHome,"Canceled - Resident Not Home"
PDSPC_cancelledSpecialEquipmentNeeded,"Canceled - Special Equipment Needed"
PDSPC_cancelledUnableToContact_text,"Canceled - Unable to Contact"
PDSPC_cancelledWaitTimeTooLong,"Canceled - Wait Time Too Long"
PDSPC_closedBeyondBusinessHours,"Closed - Beyond Business Hours"
PDSPC_closedContainer,"Refused - Closed"
PDSPC_closedHoliday,"Closed - Holiday"
PDSPC_closedInventory,"Closed - Inventory"
PDSPC_closedStrike,"Closed - Strike"
PDSPC_closedWeather,"Closed - Weather"
PDSPC_completeAgain,"Complete Again"
PDSPC_completeAgainDialogMessage,"Are you sure that you want to process this shipment again?"
PDSPC_completeAgainDialogNegative,No
PDSPC_completeAgainDialogPositive,Yes
PDSPC_completeAgainDialogTitle,"Process Shipment Again?"
PDSPC_consigneeClosedAfter5,"Canceled - Consignee closed - after 5pm"
PDSPC_consigneeClosedBefore5,"Canceled - Consignee closed - before 5pm"
PDSPC_customerNoLongerWants,"Refused - Customer No Longer Wants"
PDSPC_deliveredDamagedShort_text,"Delivered - Damaged + Short"
PDSPC_deliveredDamaged_text,"Delivered - Damaged"
PDSPC_deliveredNoProblems_text,"Delivered - No Problems"
PDSPC_deliveredOther_text,"Delivered - Other Issue"
PDSPC_deliveredOutsideMaven_text,"Delivered - Completed Outside Maven"
PDSPC_deliveredOver_text,"Delivered - Over"
PDSPC_deliveredPartialRefusal_text,"Delivered - Partial Refusal"
PDSPC_deliveredPartialRefusal_text,"Delivered - Partial Refusal"
PDSPC_deliveredShort_text,"Delivered - Short"
PDSPC_didNotAttempt,"Canceled - Did not attempt"
PDSPC_duplicateShipment_text,"Canceled - Duplicate Shipment"
PDSPC_failedCutOff_text,"Cut Off"
PDSPC_failedNoFreight_text,"No Freight"
PDSPC_failedPickUpTomorrow_text,"Pick Up Tomorrow"
PDSPC_failed_DuplicateOrder,"Duplicate Order"
PDSPC_failed_PickUpNextBusDay,"PU Next Bus Day"
PDSPC_failed_ShipperClosed,"Shipper Closed"
PDSPC_needsAppointment,"Refused - Needs Appt"
PDSPC_newShipmentError_text,"There was a problem with the new shipment"
PDSPC_pickedUpDamagedShort_text,"Picked Up - Damaged + Short"
PDSPC_pickedUpDamaged_text,"Picked Up - Damaged"
PDSPC_pickedUpNoProblems_text,"Picked Up - No Problems"
PDSPC_pickedUpOther_text,"Picked Up - Other Issue"
PDSPC_pickedUpShort_text,"Picked Up - Short"
PDSPC_refusedCollectionIssue_text,"Refused - Collection Issue"
PDSPC_refusedContainer,Refused
PDSPC_refusedDamaged_text,"Refused - Damaged"
PDSPC_refusedDeliverTomorrow_text,"Refused - Deliver Tomorrow"
PDSPC_refusedDuplicateOrder,"Refused - Duplicate Order"
PDSPC_refusedNoFreight,"No Freight"
PDSPC_refusedNoFreight,"No Freight"
PDSPC_refusedNotOrdered,"Refused - Not Ordered"
PDSPC_refusedOrderCanceled,"Refused - Order Canceled"
PDSPC_refusedOther_text,"Refused - Other"
PDSPC_refusedPartial_text,"Partial Refusal"
PDSPC_refusedShippedEarly,"Refused - Shipped Early"
PDSPC_refusedShippedLate,"Refused - Shipped Late"
PDSPC_refusedShort_text,"Refused - Short"
PDSPC_refusedWrongItem,"Refused - Wrong Item"
PDSPC_refusedWrongLocation,"Refused - Wrong Location"
PDSPC_refused_NoFunds_text,"Refused - No Funds"
PDSPC_refused_NoFunds_text,"Refused - No Funds"
PDSPC_shipperClosedLate,"Canceled - Shipper closed - arrived late"
PDSPC_shipperClosedOnTime,"Canceled - Shipper closed - arrived on time"
PDSPC_status_default,Unknown
PDSPC_titleDefault_text,"Shipment Process Complete"
PDSPC_titleDelivery_text,"Delivery Processed"
PDSPC_titlePickup_text,"Pickup Processed"
PDSPC_trailerSwappedNoProblems_text,"Trailer Swapped - No Problems"
PDSPC_unableAccessDifferentEquipment,"Attempted - Unable to Access"
PDSPC_unableToAccessLocation,"Canceled - Unable to access location"
PDSS_stopStatusButton_completeRelayStatusText,"Complete Relay"
PDSTF_enterDroppedTrailerNumber,"Enter dropped trailer numbers:"
PDSTF_enterOtherDriverName,"Enter the name of the other driver:"
PDSTF_enterPickedUpTrailerNumber,"Enter hooked trailer numbers:"
PDSTF_finishButton_text,"Finish Swap"
PDSTF_title_text,"Swap Trailers"
PDTDF_actionButton,"Depart Terminal"
PDTDF_actionButton,"Depart Terminal"
PDTDF_departTerminalTitle,"Departing from %1$s terminal"
PDTDF_departTerminalTitle,"Departing from %1$s terminal"
PDTDF_manifestNumberString,"Route: %1$s"
PDTDF_truckInformation_title,"Truck Information"
PDTDF_truckMileage_hint,"Truck Mileage"
PDTDF_truckMileage_title,"Truck Mileage"
PDTDF_truckNumber_hint,"Truck Number"
PDTEDF_EndingTerminalNamePrefix,"En route to %1$s terminal"
PDTEDF_arriveAndEndRoute_button,"Complete Route"
