ACC_Weekend,"Fin de Semana"
PDCNF_noFreightCompleteDialog_buttonConfirm,"Ingresar parada"
PDCNF_noFreightCompleteDialog_customerContactInputHint,"Nombre de contacto"
PDCNF_noFreightCompleteDialog_message,"Por favor ingrese el nombre del contacto del cliente que autorizó esta parada sin carga."
PDCNF_noFreightCompleteDialog_title,"Ingresar No hay parada de carga?"
PDCSDF_addressIncorrect,"Dirección Incorrecta"
PDCSDF_appointmentNeeded,"Se requiere cita"
PDCSDF_cancel,"Cancelar"
PDCSDF_closedDueToWeather,"Cerrado por clima"
PDCSDF_closedForHoliday,"Cerrado por día festivo"
PDCSDF_closedForInventory,"Cerrado por inventario"
PDCSDF_confirm,"Confirme"
PDCSDF_consigneeClosedAfter5,"Consignatario cerrado - llegó después de las 17:00"
PDCSDF_consigneeClosedBefore5,"Consignatario cerrado - llegó antes de las 17:00"
PDCSDF_customerRequest,"Solicitud del cliente"
PDCSDF_cutOff,"Cortado para hacer recolecciones"
PDCSDF_deliverTomorrow,"Entregar mañana"
PDCSDF_didNotAttempt,"No se intentó"
PDCSDF_duplicateShipment,"Envío Duplicado"
PDCSDF_explanationOfStopFailure,"Explicación de la Falla de Parada"
PDCSDF_forcedReturnToTerminal,"Regreso Forzado a la Terminal"
PDCSDF_freightReturnedToDock,"Mercancía devuelta al puerto"
PDCSDF_liftGateRequired,"Se requiere puerta levadiza"
PDCSDF_locationClosed,"Ubicación cerrada"
PDCSDF_missedAppointmentWindow,"Ventana de citas perdidas"
PDCSDF_missedWindow,"Ventana de citas perdidas"
PDCSDF_noFreightAvailable,"Sin Flete"
PDCSDF_otherReason,"Otra Razón"
PDCSDF_pickupTomorrow,"PU Próximo Día de Autobús"
PDCSDF_reasonPlaceholder,"Ingrese la explicación aquí."
PDCSDF_reasonTitle,"Explicación"
PDCSDF_residentNotHome,"RESIDENTE no está en casa"
PDCSDF_shipperClosedLate,"Remitente cerrado - llegó tarde"
PDCSDF_shipperClosedOnTime,"Remitente cerrado - llegó a tiempo"
PDCSDF_specialEquipmentNeeded,"Requerimiento de equipo de especificaciones"
PDCSDF_unableToAccessLocation,"No se puede acceder a la ubicación"
PDCSDF_unableToContact,"Cliente no disponible"
PDCSDF_waitTimeTooLong,"Espera Demasiado Larga"
PDDC_desc_text,"MOSTRADOR DE DETENCIÓN"
PDDPD_bolNumberHeader_text,"Número BOL"
PDDPD_bolNumberInfo_text,"Ingrese el número de BOL"
PDDPD_damagedDeliveryDetailsTitle_text,"Detalles de la carga dañada"
PDDPD_damagedFreight_cartonOpenTorn,"Transportador abierto /Roto"
PDDPD_damagedFreight_concealedDamage,"Daño oculto"
PDDPD_damagedFreight_crushed,"Aplastado"
PDDPD_damagedFreight_crushedCorner,"Esquina Aplastada"
PDDPD_damagedFreight_dentedBent,"Abollado/Doblado"
PDDPD_damagedFreight_forkTowMotorHoles,"Máquina elevadora/ Agujeros del Motor de Remolque"
PDDPD_damagedFreight_frozen,"Congelado"
PDDPD_damagedFreight_glassBroken,"Vidrio Roto"
PDDPD_damagedFreight_leaking,"Fugas"
PDDPD_damagedFreight_otherIssues,"Algunos otros problemas"
PDDPD_damagedFreight_packagesFellOff,"Los paquetes se cayeron"
PDDPD_damagedFreight_responseHeader,"Seleccione una explicación de flete dañado"
PDDPD_damagedFreight_scratched,"Rayado"
PDDPD_damagedFreight_wet,"Mojado"
PDDPD_deliveryNotesHeader_text,"Agregar nota de envió"
PDDPD_deliveryNotesInfo_text,"Requerido para entregas con problemas."
PDDPD_error_damage_text,"Selecciona una opción de flete dañado."
PDDPD_error_delivery_receipt_photo_text,"Proporcionar una foto del recibo de entrega."
PDDPD_error_notes_text,"Ingrese una nota de envío."
PDDPD_error_partialRefusal_text,"Por favor Ingrese el número de paletas y / o piezas rechazadas."
PDDPD_error_photo_text,"Proporcionar una foto del envío.."
PDDPD_error_signer_text,"Introduce el nombre del destinatario."
PDDPD_finishDelivery_text,"Finalizar Envío"
PDDPD_numberPallets_text,"# de Paletas"
PDDPD_numberPieces_text,"# de Piezas"
PDDPD_pallets_text,"Paletas"
PDDPD_partialRefusal_text,"Información de Rechazo Parcial"
PDDPD_pieces_text,"Piezas"
PDDPD_refusedDeliveryConsigneeHeader_text,"Nombre de contacto del consignatario"
PDDPD_refusedDeliveryInto_text,"Nombre de contacto"
PDDPD_signedDeliveryReceiptHeader_text,"Recibo de entrega firmado"
PDDPD_signedDeliveryReceiptInfoPittOhio_text,"Firma"
PDDPD_signedDeliveryReceiptInfo_text,"Nombre de contacto"
PDDPD_weightHeader_text,"Peso"
PDDPD_weightInfo_text,"Ingresar peso"
PDDPSO_delivered_text,"Entregado"
PDDPSO_notDelivered_text,"No Entregado"
PDDPST_beyondBusinessHours,"Después de horario de autobús"
PDDPST_buttonBadAddress_text,"Dirección incorrecta"
PDDPST_buttonCollectionIssue_text,"Asunto de colección"
PDDPST_buttonCustomerNoLongerWants,"El cliente ya no quiere"
PDDPST_buttonCustomerUnavailable_text,"Cliente no Disponible"
PDDPST_buttonDamagedShort_text,"Dañado + Corto"
PDDPST_buttonDamaged_text,"Dañado"
PDDPST_buttonDeliverTomorrow_text,"Entregar mañana"
PDDPST_buttonDuplicatePro_text,"Número PRO Duplicado"
PDDPST_buttonLiftGateRequired_text,"Puerta Levadiza<br>Requerido"
PDDPST_buttonLocationClosed_text,"Ubicación  Cerrada"
PDDPST_buttonMissedAppt_text,"Citas Perdidas"
PDDPST_buttonNeedsAppointment,"Necesita Cita"
PDDPST_buttonNoFunds_text,"Sin Fondos"
PDDPST_buttonNotOrdered,"No Ordenado"
PDDPST_buttonOk_text,"Sin Problemas"
PDDPST_buttonOrderCancelled,"Orden Cancelada"
PDDPST_buttonOtherIssue_text,"Otro Tema"
PDDPST_buttonOver_text,"Sobre"
PDDPST_buttonPartialRefusal_text,"Rechazo Parcial"
PDDPST_buttonPending_text,"Pendiente"
PDDPST_buttonReschedule_text,"No Listo - Reprogramar "
PDDPST_buttonReturnToday_text,"No Listo - Regresa Hoy"
PDDPST_buttonShippedEarly,"Enviado temprano"
PDDPST_buttonShippedLate,"Enviado tarde"
PDDPST_buttonShort_text,"Corto"
PDDPST_buttonTomorrow_text,"Entregar mañana"
PDDPST_buttonUnableAccessDifferentEquipment,"Sin Acceso"
PDDPST_buttonWrongItem,"Artículo incorrecto"
PDDPST_buttonWrongLocation,"Lugar incorrecto"
PDDPST_button_accRequired,"Se requiere ACC"
PDDPST_holiday,"Feriado"
PDDPST_inventory,"Inventario"
PDDPST_refusedContainer,"Rechazado"
PDDPST_refusedDuplicateOrder,"Orden Duplicada"
PDDPST_refusedNoFreight,"Sin Flete"
PDDPST_strike,"Tachar"
PDDPST_weather,"Clima"
PDDPST_willRedeliver,"Volverá a entregar"
PDIDF_add_driver_license_number_and_state,"Agregar el número de la licencia y estado del chofer"
PDIDF_dot_inspection_mode_requirement,"Requisito de modo de inspección en carretera"
PDIDF_driverLicenseSampleImage,"Ejemplo de Licencia de Conducir"
PDIDF_licenseDataExplanation,"El Departamento de Transporte requiere que envíe digitalmente el número de su licencia de conducir comercial y el estado durante una inspección. Agregue esta información a su perfil de conductor."
PDIDF_proceed_to_dot_inspection,"Proceder a la Inspección en la Carretera"
PDIDF_update_your_profile,"Actualiza su Perfil"
PDLS_beginLunch,"Comience su tiempo de comida"
PDLS_emergency,"Emergencia"
PDLS_emergencyAuthorization,"¿Quién te autorizó a terminar el almuerzo temprano?"
PDLS_enterName,"Ingrese su nombre"
PDLS_explanation,"Explicación"
PDLS_explanationError,"Necesita explicación de almuerzo"
PDLS_instructions,"Cualquier hora del almuerzo que tome menos de 30 minutos requiere explicación "
PDLS_interruption,"Interrupción"
PDLS_interruptionConfirmWarningWithText,"¿Está seguro de que quiere terminar su tiempo de comida temprano por la razón debajo?<br"
PDLS_interruptionNoReasonsText,"¿Está seguro de que quiere terminar su tiempo de comida temprano?"
PDLS_lunch,"Almuerzo"
PDLS_lunchAuthorized,"Autorizado por %1$s"
PDLS_lunchChoice1,"Almuerzo tomado en otra ruta"
PDLS_lunchChoice2,"Almuerzo tomado en la parada"
PDLS_lunchChoice3,"Almuerzo tomado en el centro de servicio"
PDLS_lunchChoice4,"Conductor a tiempo parcial, no se requiere almuerzo"
PDLS_lunchChoiceAtTerminal,"Almuerzo tomado en la terminal"
PDLS_lunchChoiceLessThanSixHours,"Menos de 6 horas"
PDLS_lunchChoiceOnOtherManifest,"Almuerzo tomado en otro manifiesto"
PDLS_lunchChoiceSlashDriver,"Chofer de barra"
PDLS_lunchComplete,"Almuerzo Completado!"
PDLS_lunchCompleted,"Almuerzo Completado"
PDLS_lunchInProgress,"Almuerzo en Proceso"
PDLS_lunchInterrupted,"Almuerzo Interrumpido"
PDLS_lunchNotComplete,"Almuerzo No Completado"
PDLS_lunchNotStarted,"Almuerzo No Iniciado"
PDLS_lunchSkipped,"Almuerzo saltado"
PDLS_lunchTimeCounter,"CONTADOR DE HORA DE ALMUERZO"
PDLS_skipLunch,"Saltar el almuerzo"
PDLS_stopStatusButton_completeLunchStatusText,"Almuerzo Completado"
PDLS_stopStatusButton_startLunchStatusText,"Inicio de Almuerzo"
PDLS_submittedExplanation,"El almuerzo terminó temprano. Explicación enviada:"
PDMNSDF_cancel,"Cancelar"
PDMNSDF_confirm,"Confirme"
PDMNSDF_text,"¿Está seguro de que quiere que ésta parada sea la parada siguiente?"
PDNSV_finishThisRoute,"Finalizar esta Ruta"
PDNSV_noStopsAssigned,"Sin Paradas Asignadas"
PDNS_addDeliveryToStop,"Agregar entrega a una parada"
PDNS_addProToStop,"Agregar número PRO a la parada"
PDNS_addProToStopContinueAnyway,"¿Desea continuar con el proceso de envío de complementos?"
PDNS_addProToStopFailed,"No se encontró el número PRO."
PDNS_addProToStopSuccess,"Número PRO encontrado. Se añadirá a la parada actual.."
PDNS_bulkCompleteConnectionError,"Debes estar conectado a Internet para completar esta parada de forma masiva"
PDNS_recenterMapButton_text,"Volver a centrar"
PDNS_returnToTerminalDialog_text,"Volver a la Terminal"
PDNS_stopStatusBar_arrivedStatusText,"LLEGADA"
PDNS_stopStatusBar_backButton_contentDesc,"Detener Estado Botón Atrás"
PDNS_stopStatusBar_departedStatusText,"SALIR"
PDNS_stopStatusBar_driveStatusText,"MANEJA"
PDNS_stopStatusBar_exchangingStatusText,"INTERCAMBIO"
PDNS_stopStatusButton_arrivedStatusText,"Comience a cargar/Descargando"
PDNS_stopStatusButton_completeStopText,"Marcar Parada como completa"
PDNS_stopStatusButton_defaultStatusText,"Presione para Continuar"
PDNS_stopStatusButton_departedStatusText,"Comience su próxima parada"
PDNS_stopStatusButton_driveStatusText,"Marcar como Llegado"
PDNS_stopStatusButton_exchangingStatusText,"Por favor Complete Todos los Envíos"
PDNS_stopStatusButton_stopsCompleteText,"Volver a la Terminal"
PDPPBF_billOfLadingInfo,"Información de la guía de carga"
PDPPBF_destinationZipCode,"Código postal del destino"
PDPPBF_proNumber,"Número PRO"
PDPPSH_backButton_contentDesc,"atrás"
PDPPSH_finishButton_text,"Finalizar Envío"
PDPPSH_freightAppointCheckbox_text,"Entrega Requiere Cita"
PDPPSH_freightAppointmentCheckbox_title,"Cita de flete"
PDPPSH_handlingUnitsLayout_hint,"Introducir unidades de manipulación"
PDPPSH_handlingUnitsLayout_title,"Unidades de Manipulación"
PDPPSH_hazmatMaterials_checkbox,"Materiales Peligrosos"
PDPPSH_liftgate_checkbox,"Puerta levadiza usada para recoger"
PDPPSH_palletCountLayout_hint,"Ingrese el número de paletas (paletas reales)"
PDPPSH_palletCountLayout_title,"Recuento de paletas"
PDPPSH_palletSpacesLayout_hint,"Ingrese espacios de paletas (espacios 4x4)"
PDPPSH_palletSpacesLayout_title,"Espacios de Paletas"
PDPPSH_piecesLayout_hint,"Ingresar piezas"
PDPPSH_piecesLayout_title,"Piezas"
PDPPSH_piecesOrPallets_hint,"Ingrese el número de piezas o paletas"
PDPPSH_requiredOrPalletCount,"Requerido, o Recuento de paletas"
PDPPSH_requiredOrPieces,"Requerido, o Piezas"
PDPPSH_restrictedLoading_title,"Cargando Restricción"
PDPPSH_shipmentInfo_title,"Información de envío"
PDPPSH_shipmentNote,"Nota de envío"
PDPPSH_shipmentNoteOnNoFreightSelected,"Requerido para recolecciones con problemas."
PDPPSH_specialPickupServices_title,"Accesorios"
PDPPSH_urgentCareCheckbox_text,"El envío requiere atención urgente"
PDPPSH_urgentCareCheckbox_title,"Atención de Urgencias"
PDPPSH_weightLayout_hint,"Ingresar peso"
PDPPSH_weightLayout_title,"Peso"
PDPPSO_duplicateOrder,"Orden Duplicada"
PDPPSO_errorWithCode,"Algo salió mal al seleccionar su código de finalización. Inténtalo de nuevo por favor"
PDPPSO_errorWithRoute,"Algo salió mal con el envío. Inténtalo de nuevo por favor"
PDPPSO_noFreight_text,"Sin Flete"
PDPPSO_pickUpCutOff_text,"Corte"
PDPPSO_pickUpNextBusDay,"PU Próximo Día de Autobús"
PDPPSO_pickUpTomorrrow_text,"Recoger Mañana"
PDPPSO_pickedUp_text,"Recogido"
PDPPSO_shipperClosed,"Remitente Cerrado"
PDPPST_CA_label,"PUEDE"
PDPPST_backButton_contentDesc,"atrás"
PDPPST_bolNumberError,"Error: Se Requiere Foto del Conocimiento de Embarque"
PDPPST_bolThumbnail,"Imagen de la guía de carga"
PDPPST_closedContainer,"Cerrado"
PDPPST_debugProMe,"Pro Yo!"
PDPPST_deliveryReceiptTitle,"Información del recibo de entrega"
PDPPST_nextButton_text,"Siguiente"
PDPPST_photoOfBOL_text,"Foto del Conocimiento de Embarque"
PDPPST_proNumberChangeDialog_cancelButton,"Cambie el número Pro"
PDPPST_proNumberChangeDialog_confirmButton,"No cambie el número PRO"
PDPPST_proNumberChangeDialog_message,"Este envío tiene un Número Pro preasignado. ¿Estás seguro de que quieres ccambiarlo?"
PDPPST_proNumberChangeDialog_title,"Advertencia: número Pro preasignado"
PDPPST_proNumberDuplicateError,"Error: Número de PRO duplicado ingresado."
PDPPST_proNumberDuplicate_invalidText,"Número PRO ingresado previamente."
PDPPST_proNumberError,"Error: Ingresó un número PRO no válido."
PDPPST_proNumberInvalid_initialText,"Por favor ingrese el %s los dígitos del número PRO"
PDPPST_proNumberInvalid_initialTextMinMax,"Por favor ingrese el %1$s-%2$s los dígitos del número PRO"
PDPPST_proNumberInvalid_invalidText,"Entrada de número PRO no válida"
PDPPST_proNumberInvalid_noDigit_InitialText,"Por favor ingrese el Número PRO"
PDPPST_proNumberInvalid_shortText,"Por favor ingrese %s más dígitos"
PDPPST_proNumberIsValid,"Entrada de número PRO válido"
PDPPST_proNumberLayout_hint,"Ingrese el número PRO"
PDPPST_proNumberLayout_title,"Número PRO"
PDPPST_refusedContainer,"Rechazado"
PDPPST_titleText,"Información de la guía de carga"
PDPPST_zipCodeError,"Error: Código postal ingresado no válido."
PDPPST_zipCode_CA_hint,"Ingrese el Código Postal Canadiense"
PDPPST_zipCode_US_hint,"Ingrese el código postal de EE. UU."
PDPPST_zipCode_hint,"Ingrese el código postal"
PDPPST_zipCode_title,"Código postal del destino"
PDPSHC_cantAddNewShipment,"Debe completar todos los envíos asignados antes de agregar uno nuevo"
PDPSHC_delivery,"ENTREGA"
PDPSHC_infoTab_title,"%1$s INFORMACIÓN"
PDPSHC_pickup,"RECOLECCIÓN"
PDPSHC_processTab_title,"PROCESO %1$s"
PDPSHC_processTab_titleNew,"PROCESO NUEVO %1$s"
PDRA_lunchAlreadyReattempting,"Está pendiente la parada para comer. Espere a que termine el proceso."
PDRA_mergeStops_error_noConnection,"Debe estar conectado a Internet para combinar paradas."
PDRA_mergeStops_error_unknown,"Error desconocido. Por favor llame a su despachador."
PDRA_mergeStops_selectStops_infoText,"La primera selección será la ubicación de la parada."
PDRA_mergeStops_selectStops_text,"Seleccione las paradas para fusionar."
PDRA_reattemptStop_error_noConnection,"Debe estar conectado a Internet para volver a intentar detenerse."
PDRA_returnToTerminal_error_invalidStatus,"Su ruta no está en un estado que permita esta acción. Compruebe que ha comenzado su ruta."
PDRA_returnToTerminal_error_lunchInterrupted,"Tienes una parada para almorzar interrumpida. Debes volver a intentarlo y luego completar u omitir tu almuerzo antes de poder regresar a la terminal."
PDRA_returnToTerminal_error_lunchNotComplete,"Tienes paradas para almorzar sin completar. Debes completar u omitir tu almuerzo antes de poder regresar a la terminal."
PDRA_returnToTerminal_error_noConnection,"Debe estar conectado a Internet para forzar el regreso a la terminal"
PDRA_returnToTerminal_error_unknown,"Error desconocido. Por favor llame a su despachador."
PDRCV_allStopsComplete,"Todas las paradas completas!"
PDRCV_routeComplete,"¡Ruta Completa!"
PDREDF_endRoute_Title,"Finalizar Ruta %1$s"
PDREDF_endRoute_Title_noRouteName,"Finalizar Ruta"
PDREDF_endRoute_button,"Finalizar Ruta"
PDRF_actionsAddPro,"Agregar número pro"
PDRF_actionsAddStop,"Agregar parada"
PDRF_actionsDialogHeader,"Acciones de Ruta: %1$s"
PDRF_actionsManifestNote,"Editar nota de manifiesto"
PDRF_actionsMergeStops,"Combinar Paradas"
PDRF_actionsReturnToTerminal,"Volver a la Terminal"
PDRF_actionsViewOtherRoutes,"Ver mis otras rutas"
PDRF_addProInputHintText,"Número Pro"
PDRF_addProInputTitleText,"Ingrese el número PRO existente"
PDRF_addProLabelText,"Agregar número pro"
PDRF_addProNumberErrorAlreadyCompleted,"Número PRO ya completado. Por favor llame a su despachador."
PDRF_addProNumberErrorAlreadyOnRoute,"Número PRO ya en su ruta."
PDRF_addProNumberErrorNotEntered,"Por favor ingrese un Número PRO."
PDRF_addProNumberErrorNotFound,"Número PRO no encontrado. Por favor llame a su despachador."
PDRF_addProNumberErrorServer,"Error inesperado. Por favor intente de nuevo y llame a su despachador."
PDRF_addProNumberErrorUnknown,"Error desconocido. Por favor llame a su despachador."
PDRF_addProNumberInternetRequired,"Debe estar en línea para agregar un número PRO."
PDRF_addProNumberSuccess,"Éxito"
PDRF_addStopCancelButtonText,"Cancelar"
PDRF_addStopFinishButtonText,"Finalizar de agregar parada"
PDRF_addStopInputHintText,"Nombre del Cliente (opcional)"
PDRF_addStopInternetRequired,"Debes estar en línea para agregar una nueva parada."
PDRF_addStopLabelText,"Agregar detalles de la parada"
PDRF_addStopText,"Agregar parada"
PDRF_arrivedTime,"Llego a las %1$s"
PDRF_cannotStartRearrange,"Todas las paradas han sido resueltas, nada que reordenar."
PDRF_checkstopText,"Parada de control"
PDRF_departedTime,"Completo a las %1$s"
PDRF_eta,"Hora estimada de llegada %1$s"
PDRF_forceReturnToTerminalLoadingDialogText,"Procesando devolución a terminal …"
PDRF_illegalReorderSameDay,"No se puede ordenar un envío el mismo días antes de la hora de la búsqueda."
PDRF_lunchStopInProgress,"Esta parada para almorzar está en curso. Use la pestaña Próxima parada para completar o interrumpir su almuerzo."
PDRF_lunchText,"Almuerzo"
PDRF_noConnectionError,"Debe estar en línea para cambiar su orden de parada de ruta."
PDRF_otherLunchNotResolved,"Hay un almuerzo sin resolver en tu ruta. No puede volver a intentar una parada para almorzar mientras hay otra pendiente"
PDRF_otherLunchSkipped,"Te saltaste un almuerzo en tu Ruta. No puedes reintentar tu almuerzo."
PDRF_otherLunchSuccessful,"Ya has completado tu almuerzo con éxito"
PDRF_rearrangeCancelToast,"Reorganizar ruta cancelada."
PDRF_rearrangeSuccessToast,"¡Reorganización de ruta con exitosa!"
PDRF_reattemptLunchStop,"Esta acción creará una nueva parada para almorzar en su ruta.\n¿Estás seguro de que quieres volver a intentar este almuerzo?"
PDRF_reattemptLunchStopRouteError,"Error al buscar información de la ruta. Intenta de nuevo o llama a tu despachador."
PDRF_reattemptStopErrorOffline,"Debe estar en línea para volver a intentar detenerse"
PDRF_relayText,"Retransmitir"
PDRF_routeActions,"Cambie la ruta"
PDRF_sameDayLabel,"Envío el Mismo Día"
PDRF_sameDayPickupNotYetFinished,"Esta parada contiene una entrega el mismo día. Primero debe completar la recolección correspondiente."
PDRF_stopItem_pdIndicatorImg_default,"Indicador de recolección o entrega"
PDRF_stopItem_stopAddress_default,"No disponible"
PDRF_stopItem_stopName_default,"No disponible"
PDRF_stopItem_stopTime_appt,"Cita %1$s - %2$s"
PDRF_stopItem_stopTime_endOnly,"Cierra %1$s"
PDRF_stopItem_stopTime_startOnly,"Abre %1$s"
PDRF_terminalItem_viewOtherRoutes,"Ver mis otras rutas"
PDRF_thisLunchWasSkipped,"Solo puede crear un nuevo almuerzo cuando se interrumpió el almuerzo anterior. Este almuerzo se saltó."
PDRF_titleForceReturnToTerminal,"Forzar Regreso a la Terminal"
PDRF_titleReattemptStop,"Reintentar parada"
PDRF_warningForceReturnToTerminal,"Confirme que no intento las paradas restantes en este manifiesto y regrese a la terminal."
PDRF_warningReattemptStop,"Esta acción creará una nueva parada en su ruta.\n¿Estás seguro de que quieres volver a intentar esta parada?"
PDRLV_routeLoading,"Búsqueda de rutas"
PDRMV_navigateToTerminal,"Navegar a Terminal"
PDRMV_routeMissing,"Sin Ruta Asignada"
PDRSL_aborted,"Ruta abortada"
PDRSL_at,"En %1$s"
PDRSL_atTerminal_arrived,"Terminal de llegada"
PDRSL_atTerminal_departing,"Saliendo de la Terminal"
PDRSL_closed,"Ruta Cerrada"
PDRSL_completed,"Ruta completa"
PDRSL_drivingTo,"Conduciendo a %1$s"
PDRSL_inactive,"Ruta inactiva"
PDRSL_notStarted,"Ruta no iniciada"
PDRSL_planning,"Planificación"
PDRSL_returningToTerminal,"Volviendo a la terminal"
PDRSL_stopsComplete,"Paradas completas"
PDSC_completeTime,"Ingresar Tiempo"
PDSC_detentionTime_title,"DETENCIÓN"
PDSC_exchangeTime_title,"TIEMPO DE INTERCAMBIO"
PDSC_jobSummary,"Resumen de Trabajo:"
PDSC_nextStop,"Siguiente Parada:"
PDSC_signedBy,"Firmado por:"
PDSC_stopArriveTime,"Hora de llegada"
PDSC_stopCancelled,"Parada Cancelada"
PDSC_title_text,"¡Parada completa!"
PDSC_totalStopTime,"Tiempo Total"
PDSC_totalTime_title,"TIEMPO TOTAL"
PDSC_view_timeTitle_default,"Tiempo"
PDSD_formattedAddress,"Geocodificado en %1$s"
PDSD_locationDetails_liftgateNotRequired,"No se requiere puerta levadiza"
PDSD_locationDetails_liftgateRequired,"Se requiere puerta levadiza"
PDSD_locationDetails_titleText,"Detalles de Ubicación"
PDSD_notGeocoded,"No se puede geocodificar la dirección"
PDSD_reattemptLunchRequested_message,"Parada para almorzar solicitada"
PDSD_reattemptStopRequested_message,"Reintento de Parada Solicitada"
PDSD_relayDetails_titleText,"Detalles de retransmisión"
PDSD_shipmentDetails_titleText,"Entregas asociadas"
PDSD_stopDetails_hazardInfo,"materiales peligrosos"
PDSD_stopDetails_palletInfo,"%1$s plataformas"
PDSD_stopDetails_shipmentsInfo,"%1$s envíos"
PDSD_stopDetails_titleText,"Detalles de la Parada"
PDSFC_cancelledPrefix,"Cancelado - "
PDSHDL_locationAddress_default,"No Disponible"
PDSHDL_locationName_default,"No Disponible"
PDSHD_comments,"comentarios"
PDSHD_commentsLayout_title,"comentarios"
PDSHD_consigneeLayout_title,"Consignatario"
PDSHD_instructions,"Instrucciones"
PDSHD_instructionsLayout_title,"Instrucciones"
PDSHD_noEntryText,"No %s para este envío"
PDSHD_noTags_text,"El envío no tiene etiquetas"
PDSHD_productTableHeader_description,"Descripción"
PDSHD_productTableHeader_pallets,"Paletas"
PDSHD_productTableHeader_pieces,"Piezas"
PDSHD_productTableHeader_weight,"Peso"
PDSHD_productsLayout_title,"Producto"
PDSHD_shipmentReference_title,"Referencia de envío"
PDSHD_shipperLayout_title,"Remitente"
PDSHD_tagsLayout_title,"Etiquetas de envío"
PDSHI_addDelivery,"Entrega"
PDSHI_addNewShipmentDetail,"Agregar nueva recolección o entrega"
PDSHI_addNewShipment_pickupOnly,"Agregar nueva recolección"
PDSHI_addPickup,"Recolección"
PDSHI_addPickupRequest,"Agregar pedido de recolección"
PDSHI_addSwap,"Intercambio"
PDSHI_deliveryStatusPlaceholder,"Entrega no Completada"
PDSHI_destinationTerm,"Destino: &lt;b&gt;%1$s&lt;/b&gt;"
PDSHI_destinationTerminal,"Destino: %1$s"
PDSHI_destinationTerminalBold,"Destino: &lt;b&gt;%1$s&lt;/b&gt;"
PDSHI_destinationZip,"Destino: &lt;b&gt;%1$s&lt;/b&gt;"
PDSHI_destinationZipAndTerm,"Destino: &lt;b&gt;%1$s, %2$s&lt;/b&gt;"
PDSHI_destinationZipAndTerminal,"Destino: %1$s, %2$s"
PDSHI_destinationZipAndTerminalBold,"Destino: &lt;b&gt;%1$s, %2$s&lt;/b&gt;"
PDSHI_destinationZipCode,"Destino: %1$s"
PDSHI_destinationZipCodeBold,"Destino: &lt;b&gt;%1$s&lt;/b&gt;"
PDSHI_pickupStatusPlaceholder,"Recolección no Completada"
PDSHI_proNumber_text,"PRO #%1$s"
PDSHI_productDetails_defaultText,"No Disponible"
PDSHI_rightChevron_contentDescription,"Abierto"
PDSHI_scacTo,"SCAC a: &lt;b&gt;%1$s&lt;/b&gt;"
PDSHI_scacToDefaultText,"SCAC a: DOHR"
PDSHI_shipmentNoDescription,"Sin descripción"
PDSHI_shipmentReference_text,"REF #%1$s"
PDSHI_shipmentStatus_contentDescription,"Estado del envío"
PDSHI_typeImage_contentDescription,"Tipo de Envío"
PDSII_geocodeText,"No se puede geocodificar la dirección"
PDSII_textDefault,"No Disponible"
PDSPC_accRequired,"Intentado – Se requiere ACC"
PDSPC_cancelledAppointmentNeeded,"Cancelado – Necesita cita"
PDSPC_cancelledBadAddress_text,"Cancelado -  Dirección incorrecta"
PDSPC_cancelledClosedDueToWeather,"Cancelado – Cerrado por mal clima"
PDSPC_cancelledClosedForHoliday,"Cancelado – Cerrado por día feriado"
PDSPC_cancelledClosedForInventory,"Cancelado – Cerrado por inventario"
PDSPC_cancelledCustomerRequest,"Cancelado - Solicitud del cliente"
PDSPC_cancelledDeliverTomorrow,"Cancelado – Entregue mañana"
PDSPC_cancelledForcedReturnToTerminal,"Regreso Forzado a la Terminal"
PDSPC_cancelledFreightReturnedToDock,"Cancelado -  Transporte regresado al muelle"
PDSPC_cancelledLiftGateRequired_text,"Cancelado - Se requiere puerta de ascensor"
PDSPC_cancelledLocationClosed_text,"Cancelado - Ubicación cerrada"
PDSPC_cancelledMissedAppt_text,"Cancelado – No llegó a la hora de la cita"
PDSPC_cancelledNoFreight,"Cancelado - No Transporte"
PDSPC_cancelledOther_text,"Cancelado - Otro"
PDSPC_cancelledPickUpTomorrow,"Cancelado - PU siguiente día de autobús"
PDSPC_cancelledResidentNotHome,"Cancelado – No hay nadie en casa"
PDSPC_cancelledSpecialEquipmentNeeded,"Cancelado – Necesita equipo especial"
PDSPC_cancelledUnableToContact_text,"Cancelado - No se puede contactar"
PDSPC_cancelledWaitTimeTooLong,"Cancelado – Tiempo de espera muy largo"
PDSPC_closedBeyondBusinessHours,"Cerrado – Fuera de horario de trabajo"
PDSPC_closedContainer,"Rechazado - Cerrado"
PDSPC_closedHoliday,"Cerrado – Día festivo"
PDSPC_closedInventory,"Cerrado - Inventario"
PDSPC_closedStrike,"Cerrado - Huelga"
PDSPC_closedWeather,"Cerrado - Clima"
PDSPC_completeAgain,"Ingresar de nuevo"
PDSPC_completeAgainDialogMessage,"¿Está seguro de que desea procesar la entrega de nuevo?"
PDSPC_completeAgainDialogNegative,"No"
PDSPC_completeAgainDialogPositive,"Si"
PDSPC_completeAgainDialogTitle,"¿Procesar envío de nuevo?"
PDSPC_consigneeClosedAfter5,"Cancelado - Consignatario cerrado – después de las 5pm"
PDSPC_consigneeClosedBefore5,"Cancelado - Consignatario Cerrado – antes de las 5pm"
PDSPC_customerNoLongerWants,"Rechazado - El cliente ya no quiere"
